rcept_no,corp_cls,corp_code,corp_name,se,shrholdr_co,shrholdr_tot_co,shrholdr_rate,hold_stock_co,stock_tot_co,hold_stock_rate,stlm_dt,fiscal_year,endpoint_label
20220325001068,Y,00164478,현대건설,소액주주,-,-,-,-,-,-,2021-12-31,2021,minority_shareholder
20230315001104,Y,00164478,현대건설,소액주주,"185,135","185,190",99.97%,"63,057,720","111,355,765",56.63%,2022-12-31,2022,minority_shareholder
20240329003141,Y,00164478,현대건설,소액주주,"177,064","177,116",99.97%,"63,185,362","111,355,765",56.74%,2023-12-31,2023,minority_shareholder
20251017000151,Y,00164478,현대건설,소액주주,"177,966","178,049",99.95%,"53,851,717","111,355,765",48.36%,2024-12-31,2024,minority_shareholder
20190719000107,Y,00117300,TCC스틸,소액주주,"3,218",-,99.11%,"8,282,558",-,37.07%,2018-12-31,2018,minority_shareholder
20200330002852,Y,00117300,TCC스틸,소액주주,"2,621",-,98.91%,"8,154,434",-,36.50%,2019-12-31,2019,minority_shareholder
20210319000905,Y,00117300,TCC스틸,소액주주,"12,094","12,118",99.80%,"9,522,741,000,000","23,000,000,000,000",41.40%,2020-12-31,2020,minority_shareholder
20220812000477,Y,00117300,TCC스틸,소액주주,"10,716","10,738",99.79%,"9,535,704","23,500,000",40.58%,2021-12-31,2021,minority_shareholder
20230316000854,Y,00117300,TCC스틸,소액주주,"17,839","17,859",99.89%,"12,158,314","25,386,019",47.89%,2022-12-31,2022,minority_shareholder
20240320000816,Y,00117300,TCC스틸,소액주주,"73,521","73,541",99.97%,"14,587,148","26,213,697",55.65%,2023-12-31,2023,minority_shareholder
20250319000643,Y,00117300,TCC스틸,소액주주,"74,893","74,909",99.97%,"15,209,947","26,213,697",58.02%,2024-12-31,2024,minority_shareholder
20190626000095,Y,00101044,에이프로젠바이오로직스,소액주주,"35,043",-,99.99%,"76,476,293",-,70.89%,2018-12-31,2018,minority_shareholder
20200327001415,Y,00101044,에이프로젠바이오로직스,소액주주,"45,213",-,99.99%,"130,647,746",-,54.07%,2019-12-31,2019,minority_shareholder
20210318000458,Y,00101044,에이프로젠바이오로직스,소액주주,"63,042","63,043",99.99%,"219,227,490","398,570,406",55.00%,2020-12-31,2020,minority_shareholder
20220314001107,Y,00101044,에이프로젠바이오로직스,소액주주,"51,841","51,842",99%,"219,227,490","398,570,406",55%,2021-12-31,2021,minority_shareholder
20230317000440,Y,00101044,에이프로젠바이오로직스,소액주주,"48,064","48,065",99.99%,"229,648,633","585,754,688",39.21%,2022-12-31,2022,minority_shareholder
20240313001273,Y,00101044,에이프로젠바이오로직스,소액주주,"52,013","52,017",99.99%,"299,356,803","665,754,689",44.97%,2023-12-31,2023,minority_shareholder
20250314001189,Y,00101044,에이프로젠바이오로직스,소액주주,"46,020","46,025",99.99%,"81,291,791","197,572,806",41.15%,2024-12-31,2024,minority_shareholder
20190329002528,Y,00138516,아남전자,소액주주,-,-,-,-,-,-,2018-12-31,2018,minority_shareholder
20200330003085,Y,00138516,아남전자,소액주주,-,-,-,-,-,-,2019-12-31,2019,minority_shareholder
20210318001139,Y,00138516,아남전자,소액주주,-,-,-,-,-,-,2020-12-31,2020,minority_shareholder
20220317000536,Y,00138516,아남전자,소액주주,-,-,-,-,-,-,2021-12-31,2021,minority_shareholder
20230316000657,Y,00138516,아남전자,소액주주,-,-,-,-,-,-,2022-12-31,2022,minority_shareholder
20240314000188,Y,00138516,아남전자,소액주주,-,-,-,-,-,-,2023-12-31,2023,minority_shareholder
20250326000254,Y,00138516,아남전자,소액주주,-,-,-,-,-,-,2024-12-31,2024,minority_shareholder
20190401002616,Y,00120030,GS건설,소액주주,"35,713",-,99.97%,"52,070,366",-,66.13%,2018-12-31,2018,minority_shareholder
20200327001130,Y,00120030,GS건설,소액주주,"38,832",-,99.97%,"52,416,800",-,66.01%,2019-12-31,2019,minority_shareholder
20210318000969,Y,00120030,GS건설,소액주주,"75,053","75,066",99.98%,"52,887,686","80,015,608",66.10%,2020-12-31,2020,minority_shareholder
20220317001128,Y,00120030,GS건설,소액주주,"105,178","105,191",99.99%,"57,267,256","84,888,895",67.46%,2021-12-31,2021,minority_shareholder
20230316001014,Y,00120030,GS건설,소액주주,"116,159","116,171",99.99%,"55,387,013","84,888,895",65.25%,2022-12-31,2022,minority_shareholder
20240329002822,Y,00120030,GS건설,소액주주,"131,070","131,090",99.98%,"58,488,053","84,888,895",68.90%,2023-12-31,2023,minority_shareholder
20250813000906,Y,00120030,GS건설,소액주주,"101,890","101,913",99.98%,"54,500,175","84,888,895",64.20%,2024-12-31,2024,minority_shareholder
20190401003923,Y,00126779,삼아알미늄,소액주주,"2,623",-,99.62%,"5,225,552",-,47.51%,2018-12-31,2018,minority_shareholder
20200330003037,Y,00126779,삼아알미늄,소액주주,-,-,-,-,-,-,2019-12-31,2019,minority_shareholder
20210318000648,Y,00126779,삼아알미늄,소액주주,-,-,-,-,-,-,2020-12-31,2020,minority_shareholder
20220317001139,Y,00126779,삼아알미늄,소액주주,-,-,-,-,-,-,2021-12-31,2021,minority_shareholder
20230315001212,Y,00126779,삼아알미늄,소액주주,"16,793","16,799",99.96%,"4,323,094","11,000,000",39.30%,2022-12-31,2022,minority_shareholder
20240314001254,Y,00126779,삼아알미늄,소액주주,"32,167","32,174",99.98%,"5,195,513","14,711,916",35.31%,2023-12-31,2023,minority_shareholder
20250313001287,Y,00126779,삼아알미늄,소액주주,-,-,-,-,-,-,2024-12-31,2024,minority_shareholder
20190329003979,Y,00126362,삼성SDI,소액주주,"80,816",-,99.89%,"40,607,778",-,59.05%,2018-12-31,2018,minority_shareholder
20200330003729,Y,00126362,삼성SDI,소액주주,"75,580",-,99.87%,"38,518,984",-,56.02%,2019-12-31,2019,minority_shareholder
20210309000252,Y,00126362,삼성SDI,소액주주,"201,566","201,669",99.95%,"39,378,129","68,764,530",57.27%,2020-12-31,2020,minority_shareholder
20220308000915,Y,00126362,삼성SDI,소액주주,"280,422","280,520",99.97%,"40,760,669","68,764,530",59.28%,2021-12-31,2021,minority_shareholder
20230313000726,Y,00126362,삼성SDI,소액주주,"233,909","233,919",99.99%,"43,580,655","68,764,530",63.38%,2022-12-31,2022,minority_shareholder
20240312000853,Y,00126362,삼성SDI,소액주주,"285,618","285,627",99.99%,"44,609,648","68,764,530",64.87%,2023-12-31,2023,minority_shareholder
20250311001275,Y,00126362,삼성SDI,소액주주,"390,852","390,943",99.98%,"42,443,181","68,764,530",61.72%,2024-12-31,2024,minority_shareholder
20190401003500,Y,00126371,삼성전기,소액주주,"139,306",-,99.98%,"49,288,865",-,65.97%,2018-12-31,2018,minority_shareholder
20200330003915,Y,00126371,삼성전기,소액주주,"104,438",-,99.98%,"49,344,063",-,66.05%,2019-12-31,2019,minority_shareholder
20210309000338,Y,00126371,삼성전기,소액주주,"145,756","145,767",100.00%,"47,714,478","74,693,696",63.89%,2020-12-31,2020,minority_shareholder
20220308000667,Y,00126371,삼성전기,소액주주,"255,068","255,079",100.00%,"49,680,955","74,693,696",66.53%,2021-12-31,2021,minority_shareholder
20230307000653,Y,00126371,삼성전기,소액주주,"302,731","302,741",100.00%,"50,052,720","74,693,696",67.02%,2022-12-31,2022,minority_shareholder
20240329002895,Y,00126371,삼성전기,소액주주,"236,377","236,387",100.00%,"50,007,139","74,693,696",66.95%,2023-12-31,2023,minority_shareholder
20250311001190,Y,00126371,삼성전기,소액주주,"225,811","225,821",100.00%,"50,338,483","74,693,696",67.39%,2024-12-31,2024,minority_shareholder
20190401001418,Y,00115612,동부건설,소액주주,"8,487",-,99.95%,"6,753,702",-,32.37%,2018-12-31,2018,minority_shareholder
20200330004362,Y,00115612,동부건설,소액주주,"7,381",-,99.95%,"7,115,349",-,32.27%,2019-12-31,2019,minority_shareholder
20210423000012,Y,00115612,동부건설,소액주주,"10,769","10,777",99.95%,"6,999,593","22,702,024",30.84%,2020-12-31,2020,minority_shareholder
20220713000108,Y,00115612,동부건설,소액주주,"15,880","15,887",99.97%,"8,141,444","22,964,576",35.82%,2021-12-31,2021,minority_shareholder
20230314001212,Y,00115612,동부건설,소액주주,"23,321","23,327",99.99%,"8,778,908","22,870,466",38.39%,2022-12-31,2022,minority_shareholder
20240318000506,Y,00115612,동부건설,소액주주,"21,097","21,102",99.99%,"9,578,002","22,907,016",41.82%,2023-12-31,2023,minority_shareholder
20250812000691,Y,00115612,동부건설,소액주주,"17,779","17,782",99.98%,"9,649,484","22,978,498",41.99%,2024-12-31,2024,minority_shareholder
20190401000765,Y,00103042,케이씨티시,소액주주,"3,524",-,99.38%,"8,938,182",-,29.79%,2018-12-31,2018,minority_shareholder
20200330000999,Y,00103042,케이씨티시,소액주주,"3,784",-,99.42%,"10,133,843",-,33.78%,2019-12-31,2019,minority_shareholder
20210330001143,Y,00103042,케이씨티시,소액주주,"11,855","11,875",99.83%,"12,841,140","30,000,000",42.80%,2020-12-31,2020,minority_shareholder
20220317000546,Y,00103042,케이씨티시,소액주주,"28,559","28,580",99.93%,"12,845,748","30,000,000",42.82%,2021-12-31,2021,minority_shareholder
20230316001262,Y,00103042,케이씨티시,소액주주,"25,777","25,797",99.92%,"13,197,397","30,000,000",43.99%,2022-12-31,2022,minority_shareholder
20240322000946,Y,00103042,케이씨티시,소액주주,"21,906","21,928",99.90%,"13,138,260","30,000,000",43.79%,2023-12-31,2023,minority_shareholder
20250313001313,Y,00103042,케이씨티시,소액주주,"18,730","18,753",99.88%,"11,655,460","30,000,000",38.85%,2024-12-31,2024,minority_shareholder
20190401004169,Y,00152880,코오롱글로벌,소액주주,"13,732",-,99.99%,"6,538,650",-,25.61%,2018-12-31,2018,minority_shareholder
20201116002152,Y,00152880,코오롱글로벌,소액주주,"11,441",-,99.99%,"6,245,730",-,24.77%,2019-12-31,2019,minority_shareholder
20210319000967,Y,00152880,코오롱글로벌,소액주주,"19,933","19,935",99.99%,"5,238,256","25,210,438",20.78%,2020-12-31,2020,minority_shareholder
20220321001348,Y,00152880,코오롱글로벌,소액주주,"20,016","20,018",99.9%,"5,855,864","25,210,438",23.2%,2021-12-31,2021,minority_shareholder
20230814002221,Y,00152880,코오롱글로벌,소액주주,"26,361","26,363",99.99%,"6,245,730","25,210,438",23.28%,2022-12-31,2022,minority_shareholder
20240326000552,Y,00152880,코오롱글로벌,소액주주,"21,889","21,901",99.95%,"4,481,461","18,932,713",23.67%,2023-12-31,2023,minority_shareholder
20250814003343,Y,00152880,코오롱글로벌,소액주주,"19,630","19,631",99.99%,"4,690,462","18,932,713",24.77%,2024-12-31,2024,minority_shareholder
20190401002912,Y,00124726,빙그레,소액주주,"7,415",-,99.82%,"3,422,013",-,34.74%,2018-12-31,2018,minority_shareholder
20200330001985,Y,00124726,빙그레,소액주주,"8,579",-,99.87%,"3,623,203",-,36.78%,2019-12-31,2019,minority_shareholder
20210317000510,Y,00124726,빙그레,소액주주,"17,485","17,495",99.94%,"3,760,435","9,851,241",38.17%,2020-12-31,2020,minority_shareholder
20220812000681,Y,00124726,빙그레,소액주주,"35,165","35,175",99.97%,"3,994,177","9,851,241",40.54%,2021-12-31,2021,minority_shareholder
20230315000500,Y,00124726,빙그레,소액주주,"34,898","34,908",99.97%,"3,992,518","9,851,241",40.53%,2022-12-31,2022,minority_shareholder
20240313000739,Y,00124726,빙그레,소액주주,"25,057","25,066",99.96%,"4,134,493","9,851,241",41.97%,2023-12-31,2023,minority_shareholder
20250312000859,Y,00124726,빙그레,소액주주,"21,385","21,392",99.97%,"4,349,990","8,841,801",49.20%,2024-12-31,2024,minority_shareholder
20190401004999,Y,00148984,시알홀딩스,소액주주,"1,860",-,97.74%,"618,653",-,15.47%,2018-12-31,2018,minority_shareholder
20200402000570,Y,00148984,시알홀딩스,소액주주,"2,506",-,97.89%,"660,824",-,16.52%,2019-12-31,2019,minority_shareholder
20210311001234,Y,00148984,시알홀딩스,소액주주,"2,304","2,354",97.88%,"548,246","4,000,000",13.71%,2020-12-31,2020,minority_shareholder
20220314000889,Y,00148984,시알홀딩스,소액주주,"3,324","3,538",93.95%,"356,573","4,000,000",8.91%,2021-12-31,2021,minority_shareholder
20230315001326,Y,00148984,시알홀딩스,소액주주,"4,070","4,133",98.48%,"543,869","4,000,000",13.60%,2022-12-31,2022,minority_shareholder
20240315000607,Y,00148984,시알홀딩스,소액주주,"7,788","7,840",99.34%,"4,721,385","46,890,490",10.07%,2023-12-31,2023,minority_shareholder
20250311001197,Y,00148984,시알홀딩스,소액주주,"6,078","6,127",99.20%,"4,653,587","46,890,490",9.92%,2024-12-31,2024,minority_shareholder
20210218000001,Y,00164706,현대약품,소액주주,"16,077",-,"99,90%","14,807,584",-,"46,27%",2018-11-30,2018,minority_shareholder
20210218000002,Y,00164706,현대약품,소액주주,"13,997",-,"99,91%","15,818,808",-,"49,43%",2019-11-30,2019,minority_shareholder
20210218000003,Y,00164706,현대약품,소액주주,"23,910","23,919",99.96%,"17,593,380","27,878,362",63.11%,2020-11-30,2020,minority_shareholder
20220216001148,Y,00164706,현대약품,소액주주,"28,057","28,065",99.97%,"16,815,358","27,878,362",60.32%,2021-11-30,2021,minority_shareholder
20230216001304,Y,00164706,현대약품,소액주주,"27,642","27,650",99.97%,"16,152,052","32,000,000",50.48%,2022-11-30,2022,minority_shareholder
20240221001706,Y,00164706,현대약품,소액주주,"23,225","23,232",99.97%,"15,696,636","32,000,000",49.05%,2023-11-30,2023,minority_shareholder
20250219001662,Y,00164706,현대약품,소액주주,"24,475","24,487",99.95%,"15,749,255","32,000,000",49.22%,2024-11-30,2024,minority_shareholder
20190401004914,Y,00107598,남양유업,소액주주,"2,475",-,97.71%,"235,637",-,26.57%,2018-12-31,2018,minority_shareholder
20200330004386,Y,00107598,남양유업,소액주주,"2,938",-,96.96%,"249,276",-,28.11%,2019-12-31,2019,minority_shareholder
20210318001132,Y,00107598,남양유업,소액주주,"4,102","4,115",99.6%,"169,514","720,000",23.5%,2020-12-31,2020,minority_shareholder
20220323001322,Y,00107598,남양유업,소액주주,"8,219","8,228",99.8%,"246,467","720,000",34.2%,2021-12-31,2021,minority_shareholder
20230323001233,Y,00107598,남양유업,소액주주,"6,388","6,396",99.9%,"261,888","720,000",36.4%,2022-12-31,2022,minority_shareholder
20240321001747,Y,00107598,남양유업,소액주주,"5,608","5,616",99.9%,"261,351","720,000",36.3%,2023-12-31,2023,minority_shareholder
20250328000090,Y,00107598,남양유업,소액주주,"4,387","4,393",99.87%,"2,197,030","6,797,310",32.34%,2024-12-31,2024,minority_shareholder
20190401001558,Y,00107224,남선알미늄,소액주주,"23,432",-,98.07%,"53,414,324",-,48.33%,2018-12-31,2018,minority_shareholder
20200429000592,Y,00107224,남선알미늄,소액주주,"38,634",-,99.96%,"52,288,010",-,47.45%,2019-12-31,2019,minority_shareholder
20210322000948,Y,00107224,남선알미늄,소액주주,"70,640","71,488",98.81%,"81,014,755","110,486,980",73.33%,2020-12-31,2020,minority_shareholder
20220322000939,Y,00107224,남선알미늄,소액주주,"124,499","127,514",97.64%,"87,958,938","1,110,486,980",79.61%,2021-12-31,2021,minority_shareholder
20230322000952,Y,00107224,남선알미늄,소액주주,"118,835","118,839",99.99%,"85,975,247","129,079,090",66.62%,2022-12-31,2022,minority_shareholder
20240604000282,Y,00107224,남선알미늄,소액주주,"111,200","111,202",99.99%,"87,386,904","129,079,090",67.7%,2023-12-31,2023,minority_shareholder
20250320001238,Y,00107224,남선알미늄,소액주주,"106,200","106,205",99.99%,"87,387,210","129,386,980",67.5%,2024-12-31,2024,minority_shareholder
20190401002068,Y,00160621,한국화장품제조,소액주주,"8,176",-,99.82%,"1,344,035",-,29.66%,2018-12-31,2018,minority_shareholder
20200330003688,Y,00160621,한국화장품제조,소액주주,"8,178",-,99.80%,"1,337,643",-,29.52%,2019-12-31,2019,minority_shareholder
20210318000787,Y,00160621,한국화장품제조,소액주주,"9,128","9,144",99.83%,"1,351,797","4,532,000",29.83%,2020-12-31,2020,minority_shareholder
20220318000130,Y,00160621,한국화장품제조,소액주주,"9,556","9,572",99.83%,"1,373,655","4,532,000",30.31%,2021-12-31,2021,minority_shareholder
20230316001365,Y,00160621,한국화장품제조,소액주주,"10,421","10,437",99.85%,"1,352,865","4,532,000",29.85%,2022-12-31,2022,minority_shareholder
20240320001586,Y,00160621,한국화장품제조,소액주주,"9,359","9,375",99.83%,"1,310,795","4,532,000",28.92%,2023-12-31,2023,minority_shareholder
20250814003121,Y,00160621,한국화장품제조,소액주주,"8,416","8,435",99.78%,"1,294,488","4,532,000",28.57%,2024-12-31,2024,minority_shareholder
20190401003531,Y,00164812,현대코퍼레이션,소액주주,"15,894",-,99.94%,"6,798,587",-,51.39%,2018-12-31,2018,minority_shareholder
20200330004653,Y,00164812,현대코퍼레이션,소액주주,"14,142",-,99.94%,"7,018,405",-,53.05%,2019-12-31,2019,minority_shareholder
20210316000887,Y,00164812,현대코퍼레이션,소액주주,"12,767","12,777",99.92%,"6,286,450","12,010,966",52.34%,2020-12-31,2020,minority_shareholder
20220322000850,Y,00164812,현대코퍼레이션,소액주주,"16,603","16,613",99.94%,"6,190,421","12,010,966",51.54%,2021-12-31,2021,minority_shareholder
20230321001082,Y,00164812,현대코퍼레이션,소액주주,"15,546","15,558",99.92%,"5,875,618","12,010,966",48.92%,2022-12-31,2022,minority_shareholder
20240318000785,Y,00164812,현대코퍼레이션,소액주주,"13,482","13,490",99.94%,"5,533,465","12,010,966",46.07%,2023-12-31,2023,minority_shareholder
20250324000696,Y,00164812,현대코퍼레이션,소액주주,"12,538","12,546",99.94%,"5,714,857","12,010,966",52.42%,2024-12-31,2024,minority_shareholder
20190401003606,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2018-12-31,2018,minority_shareholder
20200330003870,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2019-12-31,2019,minority_shareholder
20210319000703,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2020-12-31,2020,minority_shareholder
20220404002305,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2021-12-31,2021,minority_shareholder
20231114001467,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2022-12-31,2022,minority_shareholder
20240319000871,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2023-12-31,2023,minority_shareholder
20250318000975,Y,00131780,SK네트웍스,소액주주,-,-,-,-,-,-,2024-12-31,2024,minority_shareholder
20190403001952,Y,00101433,경농,소액주주,"7,532",-,99.90%,"4,349,190",-,20.04%,2018-12-31,2018,minority_shareholder
20200330002765,Y,00101433,경농,소액주주,"9,345",-,99.92%,"4,687,470",-,21.6%,2019-12-31,2019,minority_shareholder
20210322000474,Y,00101433,경농,소액주주,"8,636","11,755",73.47%,"4,822,420","17,864,650",10.3%,2020-12-31,2020,minority_shareholder
20220322000678,Y,00101433,경농,소액주주,"13,538","13,544",99.96%,"4,822,420","19,522,575",24.70%,2021-12-31,2021,minority_shareholder
20230322000774,Y,00101433,경농,소액주주,"13,504","13,510",99.95%,"4,822,420","19,522,575",24.70%,2022-12-31,2022,minority_shareholder
20240320000825,Y,00101433,경농,소액주주,"14,584","14,591",99.95%,"4,582,015","19,522,575",23.47%,2023-12-31,2023,minority_shareholder
20250317000859,Y,00101433,경농,소액주주,"12,295","12,301",99.95%,"4,822,420","19,522,575",24.70%,2024-12-31,2024,minority_shareholder
20190329003693,Y,00109514,티웨이홀딩스,소액주주,"16,887",-,99.9%,"25,915,552",-,34.34%,2018-12-31,2018,minority_shareholder
20200330002095,Y,00109514,티웨이홀딩스,소액주주,"15,786",-,99.9%,"29,251,163",-,38.14%,2019-12-31,2019,minority_shareholder
20210319000958,Y,00109514,티웨이홀딩스,소액주주,"12,957","12,970",99.89%,"30,051,071","76,680,856",39.19%,2020-12-31,2020,minority_shareholder
20220323000447,Y,00109514,티웨이홀딩스,소액주주,"18,432","18,444",99.93%,"46,806,818","109,472,167",42.76%,2021-12-31,2021,minority_shareholder
20230323000588,Y,00109514,티웨이홀딩스,소액주주,"17,124","17,137",99.92%,"57,128,096","109,472,167",52.18%,2022-12-31,2022,minority_shareholder
20240321001723,Y,00109514,티웨이홀딩스,소액주주,"15,438","15,444",99.96%,"59,267,185","111,611,693",53.10%,2023-12-31,2023,minority_shareholder
20250321001276,Y,00109514,티웨이홀딩스,소액주주,"16,579","16,594",99.9%,"55,676,666","112,419,447",49.52%,2024-12-31,2024,minority_shareholder
20190401003899,Y,00115384,동방아그로,소액주주,"2,713",-,99.74%,"2,457,818",-,23.34%,2018-12-31,2018,minority_shareholder
20200330001035,Y,00115384,동방아그로,소액주주,"2,699",-,99.70%,"2,241,496",-,21.29%,2019-12-31,2019,minority_shareholder
20210311000942,Y,00115384,동방아그로,소액주주,"2,716","2,727",99.6%,"2,404,311","13,617,577",17.6%,2020-12-31,2020,minority_shareholder
20220317000463,Y,00115384,동방아그로,소액주주,"6,496","6,504",99.9%,"3,385,650","13,617,577",24.9%,2021-12-31,2021,minority_shareholder
20230316000733,Y,00115384,동방아그로,소액주주,"6,455","6,461",99.9%,"3,949,272","13,617,577",29.0%,2022-12-31,2022,minority_shareholder
20240314000783,Y,00115384,동방아그로,소액주주,"5,805","5,811",99.9%,"3,949,272","13,617,577",29.0%,2023-12-31,2023,minority_shareholder
20250313000657,Y,00115384,동방아그로,소액주주,"4,981","4,989",99.8%,"3,956,446","13,617,577",29.1%,2024-12-31,2024,minority_shareholder
20190329000586,Y,00134963,송원산업,소액주주,"9,098",-,99.84%,"10,040,552",-,41.84%,2018-12-31,2018,minority_shareholder
20200327001345,Y,00134963,송원산업,소액주주,"11,605",-,99.86%,"9,949,343",-,41.46%,2019-12-31,2019,minority_shareholder
20210304000035,Y,00134963,송원산업,소액주주,"17,389","17,401",99.93%,"11,676,524","24,000,000",48.65%,2020-12-31,2020,minority_shareholder
20220303000087,Y,00134963,송원산업,소액주주,"23,440","23,453",99.94%,"10,966,869","24,000,000",45.70%,2021-12-31,2021,minority_shareholder
20230302000104,Y,00134963,송원산업,소액주주,"18,162","18,175",99.93%,"11,222,201","24,000,000",46.76%,2022-12-31,2022,minority_shareholder
20240229001224,Y,00134963,송원산업,소액주주,"12,882","12,897",99.88%,"9,944,378","24,000,000",41.43%,2023-12-31,2023,minority_shareholder
20250311000263,Y,00134963,송원산업,소액주주,"14,461","14,474",99.91%,"10,629,373","24,000,000",44.29%,2024-12-31,2024,minority_shareholder
20190329003093,Y,00150828,진흥기업,소액주주,"15,799",-,97.27%,"11,004,019",-,7.50%,2018-12-31,2018,minority_shareholder
20200330004077,Y,00150828,진흥기업,소액주주,"15,861",-,96.70%,"11,004,019",-,7.50%,2019-12-31,2019,minority_shareholder
20210316001199,Y,00150828,진흥기업,소액주주,"17,509","17,523",99.92%,"11,282,356","146,565,567",7.70%,2020-12-31,2020,minority_shareholder
20220811000367,Y,00150828,진흥기업,소액주주,"39,424","40,117",98.27%,"63,131,254","146,623,771",43.06%,2021-12-31,2021,minority_shareholder
20230320000418,Y,00150828,진흥기업,소액주주,"41,903","42,589",98.39%,"72,842,488","146,623,771",49.68%,2022-12-31,2022,minority_shareholder
20240319000644,Y,00150828,진흥기업,소액주주,"39,318","39,323",99.99%,"74,434,237","146,565,567",50.79%,2023-12-31,2023,minority_shareholder
20250331002970,Y,00150828,진흥기업,소액주주,"34,293","34,296",99.99%,"75,767,696","146,565,567",51.70%,2024-12-31,2024,minority_shareholder
20190329004185,Y,00157991,한국석유공업,소액주주,"3,571",-,99.27%,"265,663",-,40.53%,2018-12-31,2018,minority_shareholder
20200330004175,Y,00157991,한국석유공업,소액주주,"3,424",-,99.27%,"275,031",-,41.97%,2019-12-31,2019,minority_shareholder
20210318000919,Y,00157991,한국석유공업,소액주주,"3,313","3,334",99.37%,"266,180","614,212",43.34%,2020-12-31,2020,minority_shareholder
20220317000638,Y,00157991,한국석유공업,소액주주,"21,017","21,035",99.91%,"6,361,140","12,284,240",51.78%,2021-12-31,2021,minority_shareholder
20230316000676,Y,00157991,한국석유공업,소액주주,"24,359","24,377",99.93%,"6,349,020","12,694,120",50.02%,2022-12-31,2022,minority_shareholder
20240314001322,Y,00157991,한국석유공업,소액주주,"21,372","21,396",99.90%,"4,764,175","12,694,120",37.54%,2023-12-31,2023,minority_shareholder
20250320000921,Y,00157991,한국석유공업,소액주주,"27,151","27,159",99.97%,"5,932,034","12,694,120",46.73%,2024-12-31,2024,minority_shareholder
20190329003364,Y,00151395,천일고속,소액주주,"2,984",-,99.82%,"202,753",-,14.18%,2018-12-31,2018,minority_shareholder
20200330003314,Y,00151395,천일고속,소액주주,"2,993",-,99.83%,"202,753",-,14.18%,2019-12-31,2019,minority_shareholder
20210317000820,Y,00151395,천일고속,소액주주,"2,682","2,687",99.83%,"202,753","1,427,054",14.20%,2020-12-31,2020,minority_shareholder
20220810000340,Y,00151395,천일고속,소액주주,"2,923","2,928",99.83%,"202,753","1,427,054",14.20%,2021-12-31,2021,minority_shareholder
20230316001173,Y,00151395,천일고속,소액주주,"2,641","2,646",99.82%,"202,753","1,427,054",14.20%,2022-12-31,2022,minority_shareholder
20240321001343,Y,00151395,천일고속,소액주주,"2,426","2,430",99.84%,"203,753","1,429,220",14.26%,2023-12-31,2023,minority_shareholder
20250320001184,Y,00151395,천일고속,소액주주,"2,189","2,192",99.87%,"203,753","1,429,220",14.26%,2024-12-31,2024,minority_shareholder
20190401003195,Y,00111847,대원강업,소액주주,"4,481",-,98.61%,"11,761,123",-,18.96%,2018-12-31,2018,minority_shareholder
20200330000894,Y,00111847,대원강업,소액주주,"4,870",-,98.82%,"13,526,528",-,21.81%,2019-12-31,2019,minority_shareholder
20210318000163,Y,00111847,대원강업,소액주주,"6,878","6,934",99.19%,"15,371,185","60,174,336",25.54%,2020-12-31,2020,minority_shareholder
20220317000256,Y,00111847,대원강업,소액주주,"12,938","12,992",99.58%,"21,665,014","62,000,000",34.94%,2021-12-31,2021,minority_shareholder
20230324000880,Y,00111847,대원강업,소액주주,"11,458","11,485",99.76%,"23,087,682","62,000,000",37.24%,2022-12-31,2022,minority_shareholder
20240315000516,Y,00111847,대원강업,소액주주,"14,426","14,449",99.84%,"23,752,312","62,000,000",38.31%,2023-12-31,2023,minority_shareholder
20250814001679,Y,00111847,대원강업,소액주주,"12,927","12,950",99.82%,"23,687,454","62,000,000",38.21%,2024-12-31,2024,minority_shareholder
20180928000504,Y,00120872,만호제강,소액주주,"2,336",-,99.03%,"1,374,994",-,33.13%,2018-06-30,2018,minority_shareholder
20190930000522,Y,00120872,만호제강,소액주주,"1,696",-,98.59%,"1,292,690",-,31.14%,2019-06-30,2019,minority_shareholder
20200928000311,Y,00120872,만호제강,소액주주,"1,512","1,532",98.69%,"1,300,508","4,150,000",31.34%,2020-06-30,2020,minority_shareholder
20210916000086,Y,00120872,만호제강,소액주주,"2,606","2,629",99.13%,"1,218,047","4,150,000",29.35%,2021-06-30,2021,minority_shareholder
20220915000334,Y,00120872,만호제강,소액주주,"1,797","1,820",98.74%,"979,262","4,150,000",23.60%,2022-06-30,2022,minority_shareholder
20231005000147,Y,00120872,만호제강,소액주주,"2,019","2,039",99.02%,"1,033,626","4,150,000",24.91%,2023-06-30,2023,minority_shareholder
20250930000631,Y,00120872,만호제강,소액주주,"1,708","1,733",98.56%,"729,950","4,150,000",17.59%,2024-06-30,2024,minority_shareholder
20220818000282,Y,00148939,조광피혁,소액주주,"2,834",-,99.75%,"684,646",-,10.30%,2018-12-31,2018,minority_shareholder
20220818000294,Y,00148939,조광피혁,소액주주,"2,482",-,99.72%,"636,297",-,9.57%,2019-12-31,2019,minority_shareholder
20220818000308,Y,00148939,조광피혁,소액주주,"2,214","2,222",99.64%,"499,877","3,552,923",14.07%,2020-12-31,2020,minority_shareholder
