tail_type,contamination,overlap,nuisance,learner,estimator,clip_quantile,mean_theta_hat,bias,sd,rmse,coverage,mean_ci_length,mean_share_top1pct,mean_share_top0_5pct,mean_share_top0_1pct,mean_max_abs_score,mean_p99_abs_score,reps
t3,0.0,strong,nonlinear,lasso,covariate_winsorized_dml,,0.9631201828358829,-0.036879817164117076,0.036858483182833954,0.05187964669258239,0.9,0.1532338127604127,0.12472743802447313,0.0775957207326796,0.024916974624667024,47.813043978313836,15.781131754225363,50
t3,0.0,strong,nonlinear,lasso,outcome_winsorized_dml,,0.8733342987789291,-0.1266657012210709,0.07765740570703887,0.1481696968808072,0.28,0.20788215194065335,0.14998855642622635,0.10826926216936628,0.05512732876174709,119.05242449464608,14.292869012754041,50
t3,0.0,strong,nonlinear,lasso,score_clipped_dml,0.95,0.9647154774232763,-0.03528452257672363,0.045258951426727374,0.05702984099600183,0.9,0.15184677937659544,0.0749992853308241,0.03752396416191601,0.007504792832383201,13.51593977178107,13.415510276697455,50
t3,0.0,strong,nonlinear,lasso,score_clipped_dml,0.97,0.9636437859495739,-0.036356214050426196,0.04460348454647603,0.05719664078505291,0.9,0.1512403399832523,0.09722842619929091,0.050876227376617005,0.010268076343158121,19.04965874354826,15.738837461798171,50
t3,0.0,strong,nonlinear,lasso,score_clipped_dml,0.99,0.9639763041734026,-0.03602369582659737,0.04203503977270929,0.055039189113999444,0.88,0.15249170483978702,0.1180553132809303,0.07064432021769361,0.018548828745182242,35.23885349086581,15.839173385662484,50
t3,0.0,strong,nonlinear,lasso,score_clipped_dml,0.995,0.9645104320794037,-0.03548956792059633,0.04097765325595973,0.053898925186212907,0.88,0.1522994005229344,0.12137421981758029,0.07417463822248341,0.022006350636418773,42.05026016806788,15.841748642955766,50
t3,0.0,strong,nonlinear,lasso,score_clipped_dml,0.999,0.9659387305088424,-0.03406126949115763,0.03659763216196779,0.04972694466398186,0.9,0.15328281981956485,0.12435602603089863,0.07732932109678642,0.02463990011530534,47.48495753558392,15.81000044057011,50
t3,0.0,strong,nonlinear,lasso,standard_dml,,0.9658371554919387,-0.03416284450806133,0.036668685955824225,0.049847774514157624,0.9,0.1535532349446613,0.12449071669655584,0.07746847890487515,0.02479084256818187,47.78746651493751,15.810960774885954,50
t3,0.0,weak,linear,lasso,covariate_winsorized_dml,,1.0150957443337685,0.015095744333768455,0.030416895498355564,0.03368330859807609,0.92,0.12099306033483512,0.14251229441562435,0.09211907333742571,0.030796616670671764,40.96160477593929,11.305091448876134,50
t3,0.0,weak,linear,lasso,outcome_winsorized_dml,,0.893166551288917,-0.10683344871108297,0.0878232532085489,0.13773906886411652,0.68,0.23957796235052747,0.21568044113806326,0.16936719906936518,0.10214183186434676,168.70764757187436,11.2952367724897,50
