model,variable,coef,std_err,t_or_z,p_value,nobs
M7_material_auditor_basic,C(sector)[T.자동차 부품 및 내장품 판매업],0.1301732995459271,0.04442391658190729,2.930252655817009,0.0033868650406713835,3217.0
M7_material_auditor_basic,C(sector)[T.자동차 신품 부품 제조업],-0.0012385171052989637,0.04751635624810776,-0.026065069022380795,0.9792054384727529,3217.0
M7_material_auditor_basic,C(sector)[T.자동차 판매업],0.20509342882043957,0.16847291790219307,1.2173673452934823,0.22346448154474252,3217.0
M7_material_auditor_basic,C(sector)[T.자동차용 엔진 및 자동차 제조업],0.006823787810574462,0.07710292804681869,0.08850231740136898,0.9294774425485066,3217.0
M7_material_auditor_basic,"C(sector)[T.자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업]",-0.04490592475019836,0.056448226326065394,-0.795524105413082,0.4263086945963679,3217.0
M7_material_auditor_basic,C(sector)[T.자연과학 및 공학 연구개발업],0.017838529206895968,0.09754043622920987,0.1828834265716967,0.8548894872565209,3217.0
M7_material_auditor_basic,C(sector)[T.전구 및 조명장치 제조업],0.0777595830648208,0.05041211684667396,1.5424780375980411,0.12295747088814662,3217.0
M7_material_auditor_basic,C(sector)[T.전기 및 통신 공사업],-0.018429375051596152,0.08609955957751059,-0.2140472627505745,0.8305102008250549,3217.0
M7_material_auditor_basic,C(sector)[T.전기 통신업],-0.003376887849975212,0.061146484665061444,-0.05522619768695772,0.9559582580438627,3217.0
M7_material_auditor_basic,C(sector)[T.전기업],0.15946734972612775,0.06137428108129878,2.5982764590739733,0.009369302696444122,3217.0
M7_material_auditor_basic,"C(sector)[T.전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업]",0.07627662577954926,0.07099170798032604,1.0744441562201579,0.28262366092600955,3217.0
M7_material_auditor_basic,C(sector)[T.전자부품 제조업],-0.03357691596234423,0.04960834467117977,-0.676840079726565,0.49850742543076665,3217.0
M7_material_auditor_basic,C(sector)[T.절연선 및 케이블 제조업],-0.034736521927742375,0.058190328193480696,-0.5969466577374288,0.5505429949701975,3217.0
M7_material_auditor_basic,C(sector)[T.제재 및 목재 가공업],0.015593884763119242,0.09688694644102487,0.16094928507847284,0.8721333443985395,3217.0
M7_material_auditor_basic,C(sector)[T.종합 소매업],-0.047351107075714875,0.056533181625569896,-0.8375807926277763,0.40226618397107317,3217.0
M7_material_auditor_basic,"C(sector)[T.증기, 냉·온수 및 공기조절 공급업]",0.05404435910176485,0.04756032834869358,1.1363327583765384,0.25581732580720196,3217.0
M7_material_auditor_basic,C(sector)[T.직물직조 및 직물제품 제조업],0.05521604077963927,0.10839627474466135,0.5093905755498183,0.6104784809963615,3217.0
M7_material_auditor_basic,C(sector)[T.초등 교육기관],0.005613712185316995,0.08082653801925267,0.06945382448497081,0.9446283865720794,3217.0
M7_material_auditor_basic,"C(sector)[T.측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외]",-0.004356573424783372,0.06130562222546215,-0.07106319561950307,0.9433474597266717,3217.0
