model,variable,coef,std_err,t_or_z,p_value
M1_controls,"C(sector)[T.곡물가공품, 전분 및 전분제품 제조업]",0.014989145903476438,0.06899757069908631,0.21724164708417668,0.8280200299094875
M1_controls,"C(sector)[T.골판지, 종이 상자 및 종이용기 제조업]",-0.012598411036716746,0.07651684810462862,-0.16464884987800024,0.8692203792465295
M1_controls,C(sector)[T.광고업],0.12013696007340044,0.06351629442056275,1.8914352792361155,0.05856626289479681
M1_controls,"C(sector)[T.구조용 금속제품, 탱크 및 증기발생기 제조업]",0.06889429874520003,0.05610219129900044,1.2280143992597934,0.21944156265279624
M1_controls,C(sector)[T.귀금속 및 장신용품 제조업],-0.18722895411173077,0.04876475673548639,-3.839431725811998,0.0001233194158373531
M1_controls,C(sector)[T.그외 기타 개인 서비스업],0.2318497754394777,0.04931726994866498,4.7011883601994455,2.5865178180341487e-06
M1_controls,C(sector)[T.그외 기타 운송장비 제조업],0.041099412788475904,0.09812454286939133,0.4188494701389975,0.675326147839792
M1_controls,C(sector)[T.금속 주조업],0.09882368224079835,0.04814476897431109,2.0526359217452748,0.04010790094501489
M1_controls,C(sector)[T.기계장비 및 관련 물품 도매업],-0.024761971205055015,0.05593790807388292,-0.4426688815811515,0.6580052538975067
M1_controls,C(sector)[T.기반조성 및 시설물 축조관련 전문공사업],-0.01681160481167647,0.049011127897239,-0.3430160768167822,0.73158636554798
M1_controls,C(sector)[T.기초 의약물질 제조업],0.036652348230155736,0.08045437688876152,0.4555668646944131,0.6487014751620026
M1_controls,C(sector)[T.기초 화학물질 제조업],0.05558438696069837,0.06548096790127376,0.8488632459511509,0.39595739242976247
M1_controls,C(sector)[T.기타 금속 가공제품 제조업],0.08606028389562329,0.07839829535095186,1.097731570697709,0.2723217197129977
M1_controls,C(sector)[T.기타 비금속 광물제품 제조업],-0.1574060872332049,0.0530214794274103,-2.968723033251149,0.00299039999075127
M1_controls,C(sector)[T.기타 사업지원 서비스업],-0.15708235774489565,0.05007130557996167,-3.1371731958145577,0.0017058532648107758
M1_controls,C(sector)[T.기타 상품 전문 소매업],-0.12192621161978548,0.049246352673108805,-2.4758424736369125,0.013292221096597522
M1_controls,C(sector)[T.기타 식품 제조업],-0.030504172430643628,0.06276595825180852,-0.4859986731703358,0.6269681066741458
M1_controls,C(sector)[T.기타 운송관련 서비스업],-0.09261221140868546,0.053954267725866305,-1.7164946409658357,0.08607154798147397
M1_controls,C(sector)[T.기타 전기장비 제조업],-0.20370385555860646,0.04985198514786614,-4.086173398198683,4.3854608388116345e-05
M1_controls,C(sector)[T.기타 전문 도매업],0.054440824936500466,0.06816269190960535,0.7986894797039079,0.42447048843513835
M1_controls,C(sector)[T.기타 정보 서비스업],-0.0635271027291683,0.08475331409764725,-0.7495530222685629,0.4535239533253441
M1_controls,C(sector)[T.기타 종이 및 판지 제품 제조업],0.17278158749258749,0.050003882131501184,3.4553634663445347,0.0005495514446776854
M1_controls,C(sector)[T.기타 화학제품 제조업],-0.006783753257277441,0.0555031051152036,-0.12222295028714009,0.9027224510148849
M1_controls,C(sector)[T.나무제품 제조업],-0.19880965324881048,0.04801983229272747,-4.140157175828369,3.470679361343094e-05
M1_controls,"C(sector)[T.내화, 비내화 요업제품 제조업]",0.1088989708774841,0.07944595819146656,1.3707301586700622,0.17045908973941304
M1_controls,C(sector)[T.담배 제조업],0.22329473799080501,0.05190801690746668,4.301738946969583,1.6946289505734032e-05
M1_controls,C(sector)[T.도로 화물 운송업],0.12088428368786588,0.05573516309471986,2.1689051753993702,0.030089883754843935
M1_controls,"C(sector)[T.도축, 육류 가공 및 저장 처리업]",-0.09095462936586607,0.049886517315315154,-1.8232306895864028,0.06826845876690274
M1_controls,C(sector)[T.동·식물성 유지 및 낙농제품 제조업],0.037773243874028584,0.06381400390338676,0.5919271878194101,0.553899346987527
